reference,title,type,issn,part-of,url,reading-lists,eissn,doi
2EDE1AD5-F0E9-A907-B266-70EC66161824,Intelligent cities: Variable geometries of spatial intelligence,article,1750-8975,Intelligent Buildings International,http://readinglists.ucl.ac.uk/items/2EDE1AD5-F0E9-A907-B266-70EC66161824.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1756-6932,10.1080/17508975.2011.579339
2FED3A94-6781-C794-83C5-F2937D7748DF,Resource Letter CS–1: Complex Systems,article,0002-9505,American Journal of Physics,http://readinglists.ucl.ac.uk/items/2FED3A94-6781-C794-83C5-F2937D7748DF.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1943-2909,10.1119/1.3590372
3193BD9A-5AC2-B66F-A716-81C30088507F,"Power laws, Pareto distributions and Zipf's law",article,0010-7514,Contemporary Physics,http://readinglists.ucl.ac.uk/items/3193BD9A-5AC2-B66F-A716-81C30088507F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1366-5812,10.1080/00107510500052444
32083F08-FB53-44AB-22D4-564A568EDB2F,The eco-city: ten key transport and planning dimensions for sustainable city development,article,0956-2478,Environment and Urbanization,http://readinglists.ucl.ac.uk/items/32083F08-FB53-44AB-22D4-564A568EDB2F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1746-0301,10.1177/0956247806063947
3335563A-7BB4-3EBC-ED5D-41EE04753E45,The Ecological Approach to the Study of the Human Community,article,,American Journal of Sociology,http://readinglists.ucl.ac.uk/items/3335563A-7BB4-3EBC-ED5D-41EE04753E45.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
33846518-B1FB-4C08-9A63-A4E0505DC32E,Are statisticians cold-blooded bosses? a new perspective on the ‘old’ concept of statistical population,article,,Teaching Statistics,http://readinglists.ucl.ac.uk/items/33846518-B1FB-4C08-9A63-A4E0505DC32E.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,,10.1111/j.1467-9639.2012.00524.x
338B677C-52DB-E301-192D-6695F28AA953,Cities in a World of Cities: The Comparative Gesture,article,,International Journal of Urban and Regional Research,http://readinglists.ucl.ac.uk/items/338B677C-52DB-E301-192D-6695F28AA953.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1111/j.1468-2427.2010.00982.x
33D97296-7A7C-654E-22C3-A80347D753AE,What is Open Data?,webpage,,,http://readinglists.ucl.ac.uk/items/33D97296-7A7C-654E-22C3-A80347D753AE.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
33F06FF0-7778-3914-338D-2DEB786C62BD,R Markdown: The Definitive Guide,webpage,,,http://readinglists.ucl.ac.uk/items/33F06FF0-7778-3914-338D-2DEB786C62BD.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
3411BF34-4D0F-76F5-B89A-E301AB014C03,Seven Types of Privacy,chapter,,European Data Protection: Coming of Age,http://readinglists.ucl.ac.uk/items/3411BF34-4D0F-76F5-B89A-E301AB014C03.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1007/978-94-007-5170-5_1
35B1A12E-25D4-4E4C-8E9D-3B068DD51F08,Introduction to R for Biology & Ecology - ANOVA,webpage,,,http://readinglists.ucl.ac.uk/items/35b1a12e-25d4-4e4c-8e9d-3b068dd51f08.html,F337A367-A79E-5897-3521-039ADAAE58C0,,
36F46601-452F-CAE3-7030-C4324E45DF88,The Marketplace of the European Innovation Partnership on Smart Cities and Communities (EIP-SCC),document,,,http://readinglists.ucl.ac.uk/items/36F46601-452F-CAE3-7030-C4324E45DF88.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
371DD347-9D5C-EC4C-1435-58D1E61FDFB7,A City Is Not a Computer,article,,Places Journal,http://readinglists.ucl.ac.uk/items/371DD347-9D5C-EC4C-1435-58D1E61FDFB7.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,21647798,10.22269/170207
379BDCF0-7859-79E0-14CE-2F91D51BD2F7,The general urban model: Retrospect and prospect,article,,Papers in Regional Science,http://readinglists.ucl.ac.uk/items/379BDCF0-7859-79E0-14CE-2F91D51BD2F7.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,14355957,10.1111/j.1435-5957.2010.00282.x
381874CC-067C-140A-0E18-C072925450EA,Kriging Interpolation,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/381874CC-067C-140A-0E18-C072925450EA.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,25772848,10.22224/gistbok/2019.4.4
3872E51E-DACB-EF76-F8C3-027107EE841F,TRANSIMS for Urban Planning,document,,,http://readinglists.ucl.ac.uk/items/3872E51E-DACB-EF76-F8C3-027107EE841F.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,,
39AA92A0-1E59-1EC3-1855-09497F8CEDA6,1. Consumer Registers as Spatial Data Infrastructure and their Use in Migration and Residential Mobility Research,unknown type,,Consumer data research,http://readinglists.ucl.ac.uk/items/39AA92A0-1E59-1EC3-1855-09497F8CEDA6.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
3C9EB955-22EB-4E98-C96A-42BE04B79395,Spatial Autocorrelation,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/3C9EB955-22EB-4E98-C96A-42BE04B79395.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,,10.22224/gistbok/2017.4.13
3CB6E02D-78A4-7EC8-63C0-592B5765B73A,The New Mobilities Paradigm,article,0308-518X,Environment and Planning A,http://readinglists.ucl.ac.uk/items/3CB6E02D-78A4-7EC8-63C0-592B5765B73A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Essential,1472-3409,10.1068/a37268
3F3DCFAA-2A1C-247C-9701-125197DC1063,Simple Features for R: Standardized Support for Spatial Vector Data,article,2073-4859,The R Journal,http://readinglists.ucl.ac.uk/items/3F3DCFAA-2A1C-247C-9701-125197DC1063.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818:Essential,2073-4859,
3FB4EB49-2671-1E78-1A35-46CC7E6627BF,"Chapter 20 (Power, politics and urban governance)",chapter,,Urban geography: a global perspective,http://readinglists.ucl.ac.uk/items/3FB4EB49-2671-1E78-1A35-46CC7E6627BF.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
40364BFD-E742-0481-60E3-D87D613F5C3E,Capturing the Two Dimensions of Residential Segregation at the Neighborhood Level for Health Research,article,,Frontiers in Public Health,http://readinglists.ucl.ac.uk/items/40364BFD-E742-0481-60E3-D87D613F5C3E.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,2296-2565,10.3389/fpubh.2014.00118
407DB0AB-9678-2369-0827-CBEEED3AEEB4,Software-sorted geographies,article,0309-1325,Progress in Human Geography,http://readinglists.ucl.ac.uk/items/407DB0AB-9678-2369-0827-CBEEED3AEEB4.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1477-0288,10.1191/0309132505ph568oa
43DE3309-582E-DF91-6364-C4E5E8673925,Teaching introductory GIS programming to geographers using an open source Python approach,article,0309-8265,Journal of Geography in Higher Education,http://readinglists.ucl.ac.uk/items/43DE3309-582E-DF91-6364-C4E5E8673925.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1466-1845,10.1080/03098265.2015.1086981
446C64FD-226F-F026-6DFE-2F00575913EE,"Hackathons, entrepreneurship and the passionate making of smart cities",article,,,http://readinglists.ucl.ac.uk/items/446C64FD-226F-F026-6DFE-2F00575913EE.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.17605/OSF.IO/NU3EC
44D68F0B-02A9-AE04-2903-EDD8DE85EB38,Smart City Index Master Indicators Survey | Smart City Tools,webpage,,,http://readinglists.ucl.ac.uk/items/44D68F0B-02A9-AE04-2903-EDD8DE85EB38.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
45E9B98A-1D82-640C-F47B-A03727869EAE,Barriers to reproducible research in GIS; a practical example using a national index of multiple deprivation,article,,,http://readinglists.ucl.ac.uk/items/45E9B98A-1D82-640C-F47B-A03727869EAE.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
476185BF-EF10-8E13-0CD8-1653878C4A9A,"Social networks, mobile lives and social inequalities",article,09666923,Journal of Transport Geography,http://readinglists.ucl.ac.uk/items/476185BF-EF10-8E13-0CD8-1653878C4A9A.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1016/j.jtrangeo.2011.10.003
4868F991-EC67-3BD3-90A0-94C9C1FAD5A2,Special Issue on Smart Cities and the Future Internet in Europe,article,1868-7865,Journal of the Knowledge Economy,http://readinglists.ucl.ac.uk/items/4868F991-EC67-3BD3-90A0-94C9C1FAD5A2.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1868-7873,10.1007/s13132-012-0083-x
48BC2DD4-9B72-3FFD-586A-58B6723F7DEB,From Managerialism to Entrepreneurialism: The Transformation in Urban Governance in Late Capitalism,article,0435-3684,"Geografiska Annaler: Series B, Human Geography",http://readinglists.ucl.ac.uk/items/48BC2DD4-9B72-3FFD-586A-58B6723F7DEB.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1468-0467,10.1080/04353684.1989.11879583
48F0DB52-8819-0834-09DF-17F4E3B687E7,Cellular Automata and Urban Form: A Primer,article,0194-4363,Journal of the American Planning Association,http://readinglists.ucl.ac.uk/items/48F0DB52-8819-0834-09DF-17F4E3B687E7.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Essential,1939-0130,10.1080/01944369708975918
491C8A05-1D75-144E-6A23-A246F92AD339,Feminist digital geographies,article,0966-369X,"Gender, Place &amp; Culture",http://readinglists.ucl.ac.uk/items/491C8A05-1D75-144E-6A23-A246F92AD339.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,1360-0524,10.1080/0966369X.2018.1465396
4A6BD8B3-57E0-2873-2B29-A1BECA0FFF66,CITIES AS SYSTEMS WITHIN SYSTEMS OF CITIES,article,0486-2902,Papers of the Regional Science Association,http://readinglists.ucl.ac.uk/items/4A6BD8B3-57E0-2873-2B29-A1BECA0FFF66.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1111/j.1435-5597.1964.tb01283.x
4C2E4CDC-45D7-B4DF-3005-50A35A1DCC96,The smart city: A nexus for open innovation?,article,1750-8975,Intelligent Buildings International,http://readinglists.ucl.ac.uk/items/4C2E4CDC-45D7-B4DF-3005-50A35A1DCC96.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1756-6932,10.1080/17508975.2011.586672
4D63E760-C7CC-8025-933C-5B01D0DF2D66,"Situating knowledges: positionality, reflexivities and other tactics",article,0309-1325,Progress in Human Geography,http://readinglists.ucl.ac.uk/items/4D63E760-C7CC-8025-933C-5B01D0DF2D66.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,1477-0288,10.1191/030913297673302122
4E548859-CBE9-A526-FB92-3E64F9A53D61,Think Python – Green Tea Press,webpage,,,http://readinglists.ucl.ac.uk/items/4E548859-CBE9-A526-FB92-3E64F9A53D61.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,,
4E9686E9-69DE-F484-132A-FC7C1EFF7AF9,Tobler's First Law and Spatial Analysis,article,0004-5608,Annals of the Association of American Geographers,http://readinglists.ucl.ac.uk/items/4E9686E9-69DE-F484-132A-FC7C1EFF7AF9.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,1467-8306,10.1111/j.1467-8306.2004.09402005.x
4F447CEA-F090-592A-6CD2-ED3F7AAE8C4E,Chapters 1 and 2 of Inventing Future Cities,chapter,,Inventing future cities,http://readinglists.ucl.ac.uk/items/4F447CEA-F090-592A-6CD2-ED3F7AAE8C4E.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
4FFBED34-B2BE-7481-750B-274A2EDC7DD3,Dynamic models of segregation,article,0022-250X,The Journal of Mathematical Sociology,http://readinglists.ucl.ac.uk/items/4FFBED34-B2BE-7481-750B-274A2EDC7DD3.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1545-5874,10.1080/0022250X.1971.9989794
51A64368-6C22-D0AD-E95E-DC7930638672,What is a Forest? On the Vagueness of Certain Geographic Concepts,article,491273,Topoi,http://readinglists.ucl.ac.uk/items/51A64368-6C22-D0AD-E95E-DC7930638672.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1023/A:1017965025666
51C94009-D253-2514-8D38-F22F550E385D,The Known Traveller: Unlocking the potential of digital identity for secure and seamless travel,document,,,http://readinglists.ucl.ac.uk/items/51C94009-D253-2514-8D38-F22F550E385D.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
51D5B701-E3F5-5026-22A9-D6ADE1DE20C1,Mastering Shiny,website,,,http://readinglists.ucl.ac.uk/items/51D5B701-E3F5-5026-22A9-D6ADE1DE20C1.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
51F9F269-09FA-CD65-0576-C1EEF2F0D06E,Point pattern analysis using R,chapter,,An introduction to R for spatial analysis and mapping,http://readinglists.ucl.ac.uk/items/51F9F269-09FA-CD65-0576-C1EEF2F0D06E.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
524B63A9-53F5-8076-C542-219770BA1628,"Measuring and modelling segregation – New concepts, new methods and new data",article,2399-8083,Environment and Planning B: Urban Analytics and City Science,http://readinglists.ucl.ac.uk/items/524B63A9-53F5-8076-C542-219770BA1628.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,2399-8091,10.1177/2399808318808889
55571464-0CDD-2A15-FE98-7D9A39D31F54,ggplot2,webpage,,,http://readinglists.ucl.ac.uk/items/55571464-0CDD-2A15-FE98-7D9A39D31F54.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
55B693D1-31C8-9D82-D426-B6709A13E25B,Buzz: face-to-face contact and the urban economy,article,1468-2702,Journal of Economic Geography,http://readinglists.ucl.ac.uk/items/55B693D1-31C8-9D82-D426-B6709A13E25B.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1468-2710,10.1093/jnlecg/lbh027
55C9821A-EE9D-2223-3408-009D6A3A63C3,Geo-temporal Twitter demographics,article,1365-8816,International Journal of Geographical Information Science,http://readinglists.ucl.ac.uk/items/55C9821A-EE9D-2223-3408-009D6A3A63C3.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1362-3087,10.1080/13658816.2015.1089441
571AA5A0-6963-EDA5-8202-46AE52A5E564,"Privacy in the Smart City—Applications, Technologies, Challenges, and Solutions",article,,IEEE Communications Surveys &amp; Tutorials,http://readinglists.ucl.ac.uk/items/571AA5A0-6963-EDA5-8202-46AE52A5E564.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1553-877X,10.1109/COMST.2017.2748998
58C5D008-9A5B-4744-950C-ACFF2DE2E020,"World Urbanization Prospects: The 2018 Revision, Highlights",document,,,http://readinglists.ucl.ac.uk/items/58C5D008-9A5B-4744-950C-ACFF2DE2E020.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
58C6FEDB-3E9B-580B-B2CA-09A62A31451C,Using R as a GIS,chapter,,An introduction to R for spatial analysis and mapping,http://readinglists.ucl.ac.uk/items/58C6FEDB-3E9B-580B-B2CA-09A62A31451C.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
58DCE984-5710-0C8C-C681-0E531AB3D7E1,Zipf's Law for Cities: An Explanation,article,0033-5533,The Quarterly Journal of Economics,http://readinglists.ucl.ac.uk/items/58DCE984-5710-0C8C-C681-0E531AB3D7E1.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1531-4650,10.1162/003355399556133
58E9CB34-27C1-FCBF-59E5-51333B778700,PAS 180 – Smart Cities Terminology | BSI Group,webpage,,,http://readinglists.ucl.ac.uk/items/58E9CB34-27C1-FCBF-59E5-51333B778700.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
59C5FF24-D5FC-5386-8987-85ECCF125468,"Geography and computers: Past, present, and future",article,,Geography Compass,http://readinglists.ucl.ac.uk/items/59C5FF24-D5FC-5386-8987-85ECCF125468.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,10.1111/gec3.12403
5A4674AB-47F0-23A7-9A1D-58C6DA270737,Propagation of errors in spatial modelling with GIS,article,0269-3798,International journal of geographical information systems,http://readinglists.ucl.ac.uk/items/5A4674AB-47F0-23A7-9A1D-58C6DA270737.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1080/02693798908941518
5AB3FAE0-0902-46C0-0F20-69C9CA1AD526,The Triple-Helix Model of Smart Cities: A Neo-Evolutionary Perspective,article,1063-0732,Journal of Urban Technology,http://readinglists.ucl.ac.uk/items/5AB3FAE0-0902-46C0-0F20-69C9CA1AD526.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1466-1853,10.1080/10630732.2011.601111
5D050F9F-6DD2-6E95-BD5D-A88DBE4646DC,Open Data Study,webpage,,,http://readinglists.ucl.ac.uk/items/5D050F9F-6DD2-6E95-BD5D-A88DBE4646DC.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
5ECF31A7-8BFA-04DA-E51E-08753AC80033,"Benefits, Adoption Barriers and Myths of Open Data and Open Government",article,1058-0530,Information Systems Management,http://readinglists.ucl.ac.uk/items/5ECF31A7-8BFA-04DA-E51E-08753AC80033.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1934-8703,10.1080/10580530.2012.716740
5F381FD9-F138-BA23-D6D1-E223409170C0,GIScience and Systems,chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/5F381FD9-F138-BA23-D6D1-E223409170C0.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
5F43018C-E3EB-6163-21B5-F669261B6941,Chapter 4: What Gets Counted Counts,chapter,,Data Feminism,http://readinglists.ucl.ac.uk/items/5F43018C-E3EB-6163-21B5-F669261B6941.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,
5F714CD9-5AAD-1E55-169C-98436C4BBBFC,Scaling Laws and Urban Systems,article,,,http://readinglists.ucl.ac.uk/items/5F714CD9-5AAD-1E55-169C-98436C4BBBFC.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
5F7A5F7C-1A6D-8DCD-EA57-74DA4459AEBA,Urban Policy Mobilities and Global Circuits of Knowledge: Toward a Research Agenda,article,0004-5608,Annals of the Association of American Geographers,http://readinglists.ucl.ac.uk/items/5F7A5F7C-1A6D-8DCD-EA57-74DA4459AEBA.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1467-8306,10.1080/00045608.2010.520219
5FAC76C1-B9D6-6407-4FDC-6399BD5B8EA7,Developing a critical understanding of smart urbanism?,article,0042-0980,Urban Studies,http://readinglists.ucl.ac.uk/items/5FAC76C1-B9D6-6407-4FDC-6399BD5B8EA7.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1360-063X,10.1177/0042098015577319
6059320D-28FA-107F-5B6E-6672659DF1F1,Broadband speed map reveals Britain’s new digital divide,webpage,,,http://readinglists.ucl.ac.uk/items/6059320D-28FA-107F-5B6E-6672659DF1F1.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
6076D2A9-6D68-2F5E-B8A6-E23F98E16B67,Estimation of land surface temperature–vegetation abundance relationship for urban heat island studies,article,116911,Remote Sensing of Environment,http://readinglists.ucl.ac.uk/items/6076D2A9-6D68-2F5E-B8A6-E23F98E16B67.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1016/j.rse.2003.11.005
6109A958-8103-6C2A-5ABA-3297411BBCF0,The spatial pattern of premature mortality in Hong Kong: How does it relate to public housing?,article,0042-0980,Urban Studies,http://readinglists.ucl.ac.uk/items/6109A958-8103-6C2A-5ABA-3297411BBCF0.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1360-063X,10.1177/0042098015620341
617701B1-8151-66FD-9F81-EB5DABBF15C2,Diverse cities or the systematic paradox of Urban Scaling Laws,article,01989715,"Computers, Environment and Urban Systems",http://readinglists.ucl.ac.uk/items/617701B1-8151-66FD-9F81-EB5DABBF15C2.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1016/j.compenvurbsys.2016.04.006
61D5C1FA-C0EF-4E45-CCBF-894125C21225,Will the real smart city please stand up?,article,1360-4813,City,http://readinglists.ucl.ac.uk/items/61D5C1FA-C0EF-4E45-CCBF-894125C21225.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1470-3629,10.1080/13604810802479126
6212EEF9-66B0-AFC2-DFB9-21364B4A770F,"The magical number seven, plus or minus two: some limits on our capacity for processing information.",article,0033-295X,Psychological Review,http://readinglists.ucl.ac.uk/items/6212EEF9-66B0-AFC2-DFB9-21364B4A770F.html,47B7C011-69AE-E2E9-C205-CEED361CD0EA,,
64140F08-3E7A-DBE2-D338-94196C2CC31B,"Applied spatial data analysis with R, chapter 3",chapter,,,http://readinglists.ucl.ac.uk/items/64140F08-3E7A-DBE2-D338-94196C2CC31B.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
65828848-A6FD-9675-EEEC-537B906615E1,Organicity Playbook,document,,,http://readinglists.ucl.ac.uk/items/65828848-A6FD-9675-EEEC-537B906615E1.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
66211785-4219-DDDE-5F4A-673E2082716D,Business Strategy: IDC Government Insights' Smart City Maturity Model —Assessment and Action on the Path to Maturity,document,,,http://readinglists.ucl.ac.uk/items/66211785-4219-DDDE-5F4A-673E2082716D.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
66B9426A-C6F8-C66A-460D-14B4D4A4CD28,Counterurbanization in South Africa: Measuring migration significance,article,,Regional Science Policy &amp; Practice,http://readinglists.ucl.ac.uk/items/66B9426A-C6F8-C66A-460D-14B4D4A4CD28.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1111/rsp3.12105
673913B2-7A88-B764-C84F-B455CDBC1E51,Chapter 6: The Numbers Don’t Speak for Themselves,chapter,,Data Feminism,http://readinglists.ucl.ac.uk/items/673913B2-7A88-B764-C84F-B455CDBC1E51.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,
68F9DF4E-D73F-F0A9-5DEC-329B835E0C1D,Embodiment: a conceptual glossary for epidemiology,article,0143-005X,Journal of Epidemiology &amp; Community Health,http://readinglists.ucl.ac.uk/items/68F9DF4E-D73F-F0A9-5DEC-329B835E0C1D.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1136/jech.2004.024562
68FFD69F-8BC6-5BB1-A913-6F8DE41BD39D,R Markdown: The Definitive Guide,webpage,,,http://readinglists.ucl.ac.uk/items/68FFD69F-8BC6-5BB1-A913-6F8DE41BD39D.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
6B1390B3-7B49-0E84-5891-804FBF9BC673,A survival guide to Landsat preprocessing,article,,Ecology,http://readinglists.ucl.ac.uk/items/6B1390B3-7B49-0E84-5891-804FBF9BC673.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1002/ecy.1730
6D7ABDFA-B906-16F9-9199-B34FC2D4F851,"Geodemographics, Software and Class",article,0038-0385,Sociology,http://readinglists.ucl.ac.uk/items/6D7ABDFA-B906-16F9-9199-B34FC2D4F851.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1469-8684,10.1177/0038038506067507
6E80194F-9763-AA53-3FB0-CFDBB2589548,"Cities as Complex Systems: Scaling, Interaction, Networks, Dynamics and Urban Morphologies",chapter,,Encyclopedia of Complexity and Systems Science,http://readinglists.ucl.ac.uk/items/6E80194F-9763-AA53-3FB0-CFDBB2589548.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1007/978-0-387-30440-3_69
6F8803CB-097C-3C39-A2C7-34E0801F0FE4,Point Pattern Analysis,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/6F8803CB-097C-3C39-A2C7-34E0801F0FE4.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,25772848,10.22224/gistbok/2020.1.13
6FCBE35F-DED7-65EB-2AC7-B87ECA7D2BFB,"Mine your data: open data, digital strategies and entrepreneurial governance by code",article,0272-3638,Urban Geography,http://readinglists.ucl.ac.uk/items/6FCBE35F-DED7-65EB-2AC7-B87ECA7D2BFB.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1938-2847,10.1080/02723638.2016.1139876
702B0F1B-E13F-EE73-F341-69F6374C79F2,"Mike Batty's Lectures on Models, Complexity, and Smart Cities at various places",website,,,http://readinglists.ucl.ac.uk/items/702B0F1B-E13F-EE73-F341-69F6374C79F2.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
71EB071B-9646-958B-64FC-90FA9F273F7D,Programming Environments: Environmentality and Citizen Sensing in the Smart City,article,0263-7758,Environment and Planning D: Society and Space,http://readinglists.ucl.ac.uk/items/71EB071B-9646-958B-64FC-90FA9F273F7D.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1472-3433,10.1068/d16812
721066DC-D2C2-D9EE-7E0F-9CD518A678E3,A Chronicle of Scientific Planning: The Anglo-American Modeling Experience,article,0194-4363,Journal of the American Planning Association,http://readinglists.ucl.ac.uk/items/721066DC-D2C2-D9EE-7E0F-9CD518A678E3.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,1939-0130,10.1080/01944369408975546
724415BC-4EE9-F7AA-4270-F7DD5D5D3239,Human Ecology,article,,American Journal of Sociology,http://readinglists.ucl.ac.uk/items/724415BC-4EE9-F7AA-4270-F7DD5D5D3239.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
749547C3-F59C-5CE9-E3E9-22CEB6D80541,There is More than a Power Law in Zipf,article,,Scientific Reports,http://readinglists.ucl.ac.uk/items/749547C3-F59C-5CE9-E3E9-22CEB6D80541.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,2045-2322,10.1038/srep00812
75D1E768-C6E5-2374-D211-BF57AC3A820A,Spatial Autocorrelation and the Quantitative Revolution,article,,Geographical Analysis,http://readinglists.ucl.ac.uk/items/75D1E768-C6E5-2374-D211-BF57AC3A820A.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1111/j.1538-4632.2009.00763.x
793B834F-5F53-07AD-C380-467DFAAC6DA8,Doubt and the Algorithm: On the Partial Accounts of Machine Learning,article,0263-2764,"Theory, Culture &amp; Society",http://readinglists.ucl.ac.uk/items/793B834F-5F53-07AD-C380-467DFAAC6DA8.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1460-3616,10.1177/0263276419851846
797B15E8-CD0F-9DF7-796C-0256104949AF,Introduction to Python with Microsoft Azure Notebooks,webpage,,,http://readinglists.ucl.ac.uk/items/797B15E8-CD0F-9DF7-796C-0256104949AF.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,,
